customerid,count
5312-UXESG,1
5899-MQZZL,1
3878-AVSOQ,1
9738-QLWTP,1
8450-LUGUK,1
4039-PIMHX,1
6878-GGDWG,1
8751-EDEKA,1
8106-GWQOK,1
0612-RTZZA,1
2900-PHPLN,1
5699-BNCAS,1
0174-QRVVY,1
9419-IPPBE,1
1016-DJTSV,1
1991-VOPLL,1
7244-QWYHG,1
8219-VYBVI,1
9451-WLYRI,1
2107-FBPTK,1
0487-CRLZF,1
1771-OADNZ,1
0512-FLFDW,1
7579-OOPEC,1
4083-EUGRJ,1
6319-QSUSR,1
5296-PSYVW,1
3258-SYSWS,1
3604-WLABM,1
0795-GMVQO,1
2259-OUUSZ,1
1142-IHLOO,1
2842-BCQGE,1
7688-AWMDX,1
3716-BDVDB,1
4433-JCGCG,1
0836-SEYLU,1
1240-KNSEZ,1
6473-ULUHT,1
6656-JWRQX,1
2364-UFROM,1
9753-OYLBX,1
7825-GKXMW,1
1723-HKXJQ,1
9378-FXTIZ,1
8816-VXNZD,1
5442-BXVND,1
2587-EKXTS,1
1353-GHZOS,1
7826-VVKWT,1
3194-ORPIK,1
1545-JFUML,1
6257-RJOHI,1
4633-MKHYU,1
6410-LEFEN,1
7404-JLKQG,1
8972-HJWNV,1
5215-LNLDJ,1
6867-ACCZI,1
5485-WUYWF,1
6195-MELTI,1
5269-NRGDP,1
1087-UDSIH,1
9360-AHGNL,1
9732-EQMWY,1
8207-VVMYB,1
2157-MXBJS,1
2683-BPJSO,1
9054-FOWNV,1
5939-XAIXZ,1
0565-JUPYD,1
6715-OFDBP,1
7919-ZODZZ,1
1020-JPQOW,1
5161-UBZXI,1
5153-LXKDT,1
9625-RZFUK,1
9975-GPKZU,1
9362-MWODR,1
6124-ACRHJ,1
2150-UWTFY,1
1567-DSCIC,1
6481-LXPWL,1
2121-JAFOM,1
8818-DOPVL,1
2632-UCGVD,1
5445-PZWGX,1
2228-BZDEE,1
5442-UTCVD,1
6425-YQLLO,1
4123-DVHPH,1
1506-YJTYT,1
8189-XRIKE,1
7044-YAACC,1
5811-IWXYM,1
8582-KRHPJ,1
9135-HSWOC,1
8815-LMFLX,1
6821-JPCDC,1
5955-EPOAZ,1
1226-UDFZR,1
2692-PFYTJ,1
3572-UUHRS,1
3814-MLAXC,1
1043-YCUTE,1
2819-GWENI,1
2167-FQSTQ,1
9170-CCKOU,1
5198-HQAEN,1
1227-UDMZR,1
5016-LIPDW,1
2542-HYGIQ,1
2789-CZANW,1
6963-KQYQB,1
8706-HRADD,1
0017-IUDMW,1
6427-FEFIG,1
4395-PZMSN,1
4291-YZODP,1
3146-JTQHR,1
1166-PQLGG,1
8316-BBQAY,1
4088-YLDSU,1
1207-BLKSA,1
5934-RMPOV,1
1768-HNVGJ,1
7629-WFGLW,1
2961-VNFKL,1
2428-ZMCTB,1
7137-NAXML,1
2027-WKXMW,1
3737-GCSPV,1
7103-ZGVNT,1
2357-COQEK,1
2642-MAWLJ,1
7572-KPVKK,1
8620-RJPZN,1
0495-ZBNGW,1
9955-QOPOY,1
4385-ZKVNW,1
5446-DKWYW,1
2034-CGRHZ,1
0307-BCOPK,1
4664-NJCMS,1
3066-RRJIO,1
7998-WNZEM,1
5108-ADXWO,1
5451-YHYPW,1
6416-TVAIH,1
5457-COLHT,1
3519-ZKXGG,1
5345-BMKWB,1
7602-DBTOU,1
4029-HPFVY,1
6480-YAGIY,1
7926-IJOOU,1
4644-OBGFZ,1
5176-LDKUH,1
9027-YFHQJ,1
8107-KNCIM,1
2990-IAJSV,1
9031-ZVQPT,1
4228-ZGYUW,1
3683-QKIUE,1
5797-APWZC,1
7734-DBOAI,1
2091-RFFBA,1
4902-OHLSK,1
8680-CGLTP,1
4781-ZXYGU,1
3372-CDXFJ,1
8200-KLNYW,1
2592-SEIFQ,1
1704-NRWYE,1
3340-QBBFM,1
0537-QYZZN,1
4737-HOBAX,1
6741-QRLUP,1
5018-GWURO,1
8430-TWCBX,1
2675-OTVVJ,1
4366-CTOUZ,1
9133-AYJZG,1
6253-WRFHY,1
7998-ZLXWN,1
3806-YAZOV,1
0096-BXERS,1
1955-IBMMB,1
6996-KNSML,1
0595-ITUDF,1
6671-NGWON,1
1518-OMDIK,1
7903-CMPEY,1
7632-YUTXB,1
2718-YSKCS,1
9896-UYMIE,1
0853-NWIFK,1
3086-RUCRN,1
4915-BFSXL,1
7663-YJHSN,1
0023-HGHWL,1
5502-RLUYV,1
0228-MAUWC,1
2057-ZBLPD,1
3373-YZZYM,1
5778-BVOFB,1
0377-JBKKT,1
1482-OXZSY,1
3525-DVKFN,1
5868-YTYKS,1
3400-ESFUW,1
1930-BZLHI,1
8642-GVWRF,1
1088-CNNKB,1
2277-VWCNI,1
7481-ATQQS,1
2520-SGTTA,1
7691-XVTZH,1
6980-CDGFC,1
8212-CRQXP,1
6121-VZNQB,1
9351-LZYGF,1
2114-MGINA,1
2931-SVLTV,1
5808-TOTXO,1
8413-YNHNV,1
9019-QVLZD,1
4597-NUCQV,1
6288-LBEAR,1
1431-AIDJQ,1
2187-LZGPL,1
8908-NMQTX,1
2582-FFFZR,1
7504-UWHNB,1
6899-PPEEA,1
0559-CKHUS,1
4302-ZYFEL,1
9732-OUYRN,1
3284-SVCRO,1
9134-WYRVP,1
7729-XBTWX,1
1131-ALZWV,1
2186-QZEYA,1
5651-CPDND,1
2192-OZITF,1
4489-SNOJF,1
3740-RLMVT,1
7596-LDUXP,1
4369-NYSCF,1
6333-YDVLT,1
5324-KTGCG,1
5599-HVLTW,1
2200-DSAAL,1
7130-VTEWQ,1
5792-JALQC,1
3754-DXMRT,1
4468-YDOVK,1
6992-TKNYO,1
9708-HPXWZ,1
2674-MLXMN,1
3244-CQPHU,1
9208-OLGAQ,1
3969-GYXEL,1
5325-UWTWJ,1
4194-FJARJ,1
5743-KHMNA,1
4013-TLDHQ,1
2979-SXESE,1
1101-SSWAG,1
0958-YHXGP,1
1455-ESIQH,1
2700-LUEVA,1
6873-UDNLD,1
3707-LRWZD,1
7394-LWLYN,1
6917-IAYHD,1
4553-DVPZG,1
3274-NSDWE,1
8309-PPCED,1
5404-GGUKR,1
5862-BRIXZ,1
9581-GVBXT,1
8161-QYMTT,1
2525-GVKQU,1
0603-TPMIB,1
4054-CUMIA,1
1485-YDHMM,1
4608-LCIMN,1
5196-WPYOW,1
4098-NAUKP,1
4256-ZWTZI,1
9473-CBZOP,1
0019-GFNTW,1
5574-NXZIU,1
5590-YRFJT,1
0266-GMEAO,1
2984-MIIZL,1
1329-VHWNP,1
1686-STUHN,1
5863-OOKCL,1
4255-DDUOU,1
4334-HOWRP,1
6615-NGGZJ,1
3308-JSGML,1
2126-GSEGL,1
3677-TNKIO,1
0440-QEXBZ,1
9938-TKDGL,1
3423-HHXAO,1
9140-CZQZZ,1
4872-VXRIL,1
7239-HZZCX,1
0374-AACSZ,1
3045-XETSH,1
1915-IOFGU,1
1629-DQQVB,1
0757-WCUUZ,1
3415-TAILE,1
2873-ZLIWT,1
7980-MHFLQ,1
3329-WDIOK,1
4676-WLUHT,1
9522-BNTHX,1
7446-YPODE,1
9667-EQRXU,1
8152-VETUR,1
2675-DHUTR,1
6199-IWKGC,1
6762-QVYJO,1
2434-EEVDB,1
2969-WGHQO,1
7754-IXRMC,1
6537-QLGEX,1
5261-QSHQM,1
7625-XCQRH,1
6242-FEGFD,1
7130-CTCUS,1
5884-FBCTL,1
1334-FJSVR,1
9365-CSLBQ,1
1200-TUZHR,1
8868-WOZGU,1
7008-LZVOZ,1
0432-CAJZV,1
4778-IZARL,1
2860-RANUS,1
8570-KLJYJ,1
9592-ERDKV,1
3441-CGZJH,1
5382-TEMLV,1
8515-OCTJS,1
2541-YGPKE,1
2920-RNCEZ,1
7463-IFMQU,1
5914-GXMDA,1
8915-NNTRC,1
3692-JHONH,1
2632-IVXVF,1
6194-HBGQN,1
7634-WSWDB,1
6986-IXNDM,1
1731-TVIUK,1
3657-COGMW,1
9667-TKTVZ,1
6689-KXGBO,1
8143-ETQTI,1
3727-JEZTU,1
4006-HKYHO,1
0743-HRVFF,1
1073-XXCZD,1
2607-DHDAK,1
2565-JSLRY,1
5803-NQJZO,1
0582-AVCLN,1
9823-EALYC,1
7446-KQISO,1
0420-HLGXF,1
5276-KQWHG,1
6752-APNJL,1
6023-GSSXW,1
1395-WSWXR,1
0618-XWMSS,1
0406-BPDVR,1
9769-TSBZE,1
2987-BJXIK,1
0531-ZZJWQ,1
2688-BHGOG,1
5482-PLVPE,1
8450-UYIBU,1
2649-HWLYB,1
7733-UDMTP,1
0187-QSXOE,1
6559-ILWKJ,1
9142-XMYJH,1
3836-FZSDJ,1
9821-POOTN,1
8474-UMLNT,1
7181-OQCUT,1
4822-YCXMX,1
2969-VAPYH,1
2748-MYRVK,1
8626-XHBIE,1
7278-CKDNC,1
5597-GLBUC,1
7777-UNYHB,1
3079-BCHLN,1
8670-MEFCP,1
3005-TYFRD,1
2208-UGTGR,1
6834-NXDCA,1
2876-VBBBL,1
4439-YRNVD,1
3192-LNKRK,1
5214-CHIWJ,1
4229-CZMLL,1
6904-JLBGY,1
2465-BLLEU,1
8224-DWCKX,1
1209-VFFOC,1
3470-BTGQO,1
4685-TFLLS,1
6248-BSHKG,1
3285-UCQVC,1
7858-GTZSP,1
1905-OEILC,1
9025-ZRPVR,1
0906-QVPMS,1
3663-MITLP,1
1194-BHJYC,1
5120-ZBLAI,1
5917-RYRMG,1
9741-YLNTD,1
7030-FZTFM,1
9253-VIFJQ,1
0769-MURVM,1
4223-WOZCM,1
5049-MUBWG,1
6917-YACBP,1
8874-EJNSR,1
1685-VAYJF,1
4628-CTTLA,1
3724-UCSHY,1
7683-CBDKJ,1
2235-EZAIK,1
9974-JFBHQ,1
0829-XXPLX,1
0641-EVBOJ,1
8687-BAFGU,1
2476-YGEFM,1
0670-KDOMA,1
8263-OKETD,1
1453-RZFON,1
4282-YMKNA,1
1196-AMORA,1
3847-BAERP,1
5640-CAXOA,1
2716-GFZOR,1
2777-PHDEI,1
0324-BRPCJ,1
0112-QWPNC,1
7665-TOALD,1
6199-IPCAO,1
5606-AMZBO,1
0628-CNQRM,1
0916-QOFDP,1
1325-USMEC,1
3160-TYXLT,1
0946-CLJTI,1
5356-RHIPP,1
6624-JDRDS,1
0608-JDVEC,1
9780-FKVVF,1
3452-GWUIN,1
8910-LEDAG,1
4632-XJMEX,1
0576-WNXXC,1
9138-EFSMO,1
6016-NXBNJ,1
4826-TZEVA,1
6211-WWLTF,1
2466-FCCPT,1
7247-XOZPB,1
1574-DYCWE,1
3982-JGSFD,1
6627-CFOSN,1
7184-LRUUR,1
5208-FVQKB,1
0746-JTRFU,1
2650-GYRYL,1
2190-PHBHR,1
9189-JWSHV,1
5055-BRMNE,1
3345-PBBFH,1
5214-NLTIT,1
1919-RTPQD,1
7399-QHBJS,1
0997-YTLNY,1
0969-RGKCU,1
9529-OFXHY,1
0872-CASZJ,1
8413-VONUO,1
0419-YAAPX,1
8761-NSOBC,1
3256-EZDBI,1
9644-UMGQA,1
2233-TXSIU,1
9174-IHETN,1
2478-EEWWM,1
2669-QVCRG,1
8634-MPHTR,1
4868-AADLV,1
8164-OCKUJ,1
4609-KNNWG,1
7601-WFVZV,1
3685-YLCMQ,1
8782-NUUOL,1
2205-LPVGL,1
5339-PXDVH,1
6302-JGYRJ,1
7727-SHVZV,1
0254-WWRKD,1
5084-OOVCJ,1
2809-ZMYOQ,1
4726-DLWQN,1
3094-JOJAI,1
3317-HRTNN,1
0939-EREMR,1
9728-FTTVZ,1
3985-HOYPM,1
9318-NKNFC,1
0488-GSLFR,1
5998-DZLYR,1
2100-BDNSN,1
5921-NGYRH,1
2911-IJORQ,1
3644-QXEHN,1
5419-JPRRN,1
9389-ACWBI,1
4351-QLCSU,1
9494-MRNYX,1
9330-VOFSZ,1
3518-FSTWG,1
1177-XZBJL,1
5448-VWNAM,1
7196-LIWRH,1
9223-UCPVT,1
1150-FTQGN,1
0859-YGKFW,1
4544-RXFMG,1
7945-PRBVF,1
2599-CZABP,1
9137-UIYPG,1
3551-HUAZH,1
2995-YWTCD,1
7994-XIRTR,1
5748-RNCJT,1
6728-CZFEI,1
4450-YOOHP,1
5298-GSTLM,1
1428-IEDPR,1
3258-ZKPAI,1
8510-TMWYB,1
0807-ZABDG,1
7921-BEPCI,1
2101-RANCD,1
3259-FDWOY,1
2974-GGUXS,1
7560-QJAVJ,1
3058-HJCUY,1
2680-XKKNJ,1
3466-RITXD,1
3999-WRNGR,1
4000-VGMQP,1
6994-FGRHH,1
3777-XROBG,1
1963-VAUKV,1
9853-JFZDU,1
6656-GULJQ,1
0702-PGIBZ,1
3653-NCRDJ,1
6121-TNHBO,1
5119-NZPTV,1
6519-ZHPXP,1
0298-XACET,1
6608-QQLVK,1
2346-LOCWC,1
8221-EQDGL,1
3266-FTKHB,1
2096-XOTMO,1
6332-FBZRI,1
2079-FBMZK,1
6000-UKLWI,1
3926-YZVVX,1
9746-YKGXB,1
6034-ZRYCV,1
0480-KYJVA,1
8668-KNZTI,1
2999-AANRQ,1
1422-DGUBX,1
3865-ZYKAD,1
2486-WYVVE,1
9776-CLUJA,1
9610-WCESF,1
8224-UAXBZ,1
3472-QPRCH,1
7739-LAXOG,1
9548-LERKT,1
6576-FBXOJ,1
4310-KEDTB,1
6906-ANDWJ,1
6969-MVBAI,1
1094-BKOSX,1
6258-PVZWJ,1
2188-SXWVT,1
9626-WEQRM,1
2229-DPMBI,1
5647-URDKA,1
6215-NQCPY,1
3795-CAWEX,1
1548-FEHVL,1
2159-TURXX,1
3621-CEOVK,1
5909-ECHUI,1
6339-YPSAH,1
9801-NOSHQ,1
1427-VERSM,1
4488-PSYCG,1
8709-KRDVL,1
0661-KQHNK,1
8969-PRHFK,1
2856-HYAPG,1
4891-NLUBA,1
9317-WZPGV,1
6728-VOIFY,1
2978-XXSOG,1
2342-CKIAO,1
6953-PBDIN,1
3898-BSJYF,1
4909-JOUPP,1
4592-IWTJI,1
0023-XUOPT,1
6169-PGNCD,1
9210-IAHGH,1
0083-PIVIK,1
5702-KVQRD,1
8317-BVKSO,1
4701-AHWMW,1
3205-MXZRA,1
5832-XKAES,1
1031-IIDEO,1
3118-UHVVQ,1
3389-KTRXV,1
7426-GSWPO,1
6813-GZQCG,1
4955-VCWBI,1
6340-DACFT,1
9617-UDPEU,1
9558-IHEZX,1
2453-SAFNS,1
7696-AMHOD,1
3938-YFPXD,1
1309-BXVOQ,1
5012-YSPJJ,1
7254-IQWOZ,1
8708-XPXHZ,1
4184-VODJZ,1
1963-SVUCV,1
9332-GYWLO,1
6876-ADESB,1
7016-BPGEU,1
6166-YIPFO,1
1794-SWWKL,1
1353-LJWEM,1
5135-RDDQL,1
0572-ZJKLT,1
0616-ATFGB,1
5708-EVONK,1
3908-MKIMJ,1
5889-LFOLL,1
7018-FPXHH,1
6110-OHIHY,1
7781-EWARA,1
6103-QCKFX,1
4753-PADAS,1
9236-NDUCW,1
2676-ISHSF,1
0742-NXBGR,1
4062-HBMOS,1
2474-BRUCM,1
0220-EBGCE,1
1092-WPIVQ,1
7233-IOQNP,1
2834-JKOOW,1
9828-QHFBK,1
1518-VOWAV,1
6661-HBGWL,1
8050-XGRVL,1
3315-TOTBP,1
1635-HDGFT,1
5203-XEHAX,1
5949-HGVJL,1
5712-PTIWW,1
1444-VVSGW,1
3439-GVUSX,1
0520-FDVVT,1
5195-KPUNQ,1
1104-TNLZA,1
1763-KUAAW,1
4923-ADWXJ,1
0230-UBYPQ,1
7235-NXZCP,1
4957-SREEC,1
7551-DACSP,1
3190-XFANI,1
2400-FEQME,1
2754-VDLTR,1
1952-DVVSW,1
2335-GSODA,1
8608-OZTLB,1
9681-OXGVC,1
3544-FBCAS,1
8265-HKSOW,1
8878-HMWBV,1
6521-YYTYI,1
0665-XHDJU,1
5188-HGMLP,1
7153-OANIO,1
1932-UEDCX,1
5180-UCIIQ,1
5995-LFTLE,1
6394-HHHZM,1
3296-SILRA,1
8821-KVZKQ,1
9962-BFPDU,1
6631-HMANX,1
8597-CTXVJ,1
2842-JTCCU,1
2097-YVPKN,1
1452-UZOSF,1
2330-PQGDQ,1
2575-GFSOE,1
0130-SXOUN,1
0042-JVWOJ,1
6434-TTGJP,1
5331-RGMTT,1
4759-PXTAN,1
7054-DMVAS,1
3428-MMGUB,1
0625-AFOHS,1
2946-KIQSP,1
9746-UGFAC,1
0328-GRPMV,1
5813-UECBU,1
3278-FSIXX,1
2578-JQPHZ,1
8409-WQJUX,1
0824-VWDPO,1
7268-WNTCP,1
0458-HEUZG,1
2661-GKBTK,1
5066-GFJMM,1
1977-STDKI,1
3751-KTZEL,1
4476-OSWTN,1
9933-QRGTX,1
6128-DAFVY,1
9074-KGVOX,1
9374-YOLBJ,1
3705-RHRFR,1
7823-JSOAG,1
6549-BTYPG,1
1496-GGSUK,1
1599-MMYRQ,1
4636-OLWOE,1
1260-TTRXI,1
7542-CYDDM,1
0224-NIJLP,1
4789-KWMXN,1
8033-VCZGH,1
3413-CSSTH,1
6981-TDRFT,1
2925-VDZHY,1
4937-QPZPO,1
0201-MIBOL,1
6328-ZPBGN,1
3719-TDVQB,1
0475-RIJEP,1
7162-WPHPM,1
4377-VDHYI,1
8650-RHRKE,1
2378-HTWFW,1
6379-RXJRQ,1
1658-XUHBX,1
2220-IAHLS,1
4847-QNOKA,1
2868-MZAGQ,1
3154-CFSZG,1
4077-CROMM,1
0644-OQMDK,1
4718-WXBGI,1
2867-UIMSS,1
8495-PRWFH,1
0439-IFYUN,1
2446-BEGGB,1
6725-TPKJO,1
8999-EXMNO,1
6537-OTKMY,1
4439-JMPMT,1
1042-HFUCW,1
3417-TSCIC,1
0909-SELIE,1
6769-DYBQN,1
2279-AXJJK,1
7547-EKNFS,1
3058-WQDRE,1
1090-PYKCI,1
8559-CIZFV,1
6458-CYIDZ,1
7328-ZJAJO,1
2856-NNASM,1
0071-NDAFP,1
1585-MQSSU,1
2988-QRAJY,1
8111-RKSPX,1
2868-LLSKM,1
5716-LIBJC,1
6726-WEXXK,1
4342-HENTK,1
0927-CNGRH,1
3384-CTMSF,1
8735-DCXNF,1
2347-WKKAE,1
1842-EZJMK,1
3407-QGWLG,1
3451-VAWLI,1
1025-FALIX,1
7718-RXDGG,1
9661-MHUMO,1
6048-QBXKL,1
9286-DOJGF,1
0902-RFHOF,1
9330-IJWIO,1
4701-LKOZD,1
3323-CPBWR,1
7623-TRNQN,1
2081-KJSQF,1
2696-ECXKC,1
8647-SDTWQ,1
7798-JVXYM,1
4129-LYCOI,1
8651-ENBZX,1
4378-MYPGO,1
1929-ZCBHE,1
9921-QFQUL,1
3214-IYUUQ,1
1936-UAFEH,1
3587-PMCOY,1
8079-XRJRS,1
2378-VTKDH,1
0940-OUQEC,1
0637-UBJRP,1
7851-FLGGQ,1
1302-TPUBN,1
9894-EZEWG,1
1293-BSEUN,1
0943-ZQPXH,1
6368-TZZDT,1
1535-VTJOQ,1
2869-ADAWR,1
6734-FQAJX,1
2720-WGKHP,1
0848-SOMKO,1
2845-KDHVX,1
8884-ADFVN,1
9717-IOAAF,1
8778-LMWTJ,1
6856-RAURS,1
5309-TAIKL,1
8073-IJDCM,1
7148-XZPHA,1
1027-LKKQQ,1
6603-QWSPR,1
3736-BLEPA,1
4685-ERGHK,1
3223-WZWJM,1
7356-IWLFW,1
0864-FVJNJ,1
4023-RTIQM,1
7033-CLAMM,1
6615-ZGEDR,1
7977-HXJKU,1
0327-WFZSY,1
2890-WFBHU,1
2530-ENDWQ,1
9053-JZFKV,1
3422-GALYP,1
2717-HVIZY,1
3249-VHRIP,1
2812-ENYMO,1
2985-FMWYF,1
6956-SMUCM,1
1354-YZFNB,1
7435-ZNUYY,1
0489-WMEMG,1
4012-ZTHBR,1
7208-PSIHR,1
4195-SMMNX,1
5003-OKNNK,1
0885-HMGPY,1
9541-PWTWO,1
3967-VQOGC,1
7872-RDDLZ,1
9250-WYPLL,1
4558-FANTW,1
5022-JNQEQ,1
0691-NIKRI,1
8752-STIVR,1
1577-HKTFG,1
8845-LWKGE,1
8904-OPDCK,1
0547-HURJB,1
7493-TPUWZ,1
8946-BFWSG,1
5696-JVVQY,1
8873-GLDMH,1
0754-UKWQP,1
7055-VKGDA,1
3162-KKZXO,1
5872-OEQNH,1
2169-RRLFW,1
5442-BHQNG,1
3043-SUDUA,1
0186-CAERR,1
1597-LHYNC,1
2754-XBHTB,1
6308-CQRBU,1
4657-FWVFY,1
2257-BOVXD,1
7729-JTEEC,1
5876-HZVZM,1
6211-WHMYA,1
9609-BENEA,1
5820-PTRYM,1
2925-MXLSX,1
7921-LMDFQ,1
3926-CUQZX,1
1956-YIFGE,1
2363-BJLSL,1
3085-QUOZK,1
5126-RCXYW,1
1400-MMYXY,1
1545-ACTAS,1
0682-USIXD,1
7853-OETYL,1
7470-DYNOE,1
7952-OBOYL,1
3191-CSNMG,1
2511-ALLCS,1
7234-FECYN,1
7603-USHJS,1
7384-GHBPI,1
2133-TSRRM,1
8065-QBYTO,1
7078-NVFAM,1
4459-BBGHE,1
9945-PSVIP,1
1041-RXHRA,1
1750-CSKKM,1
2371-KFUOG,1
5570-PTWEH,1
0357-NVCRI,1
5306-BVTKJ,1
4710-NKCAW,1
1450-SKCVI,1
6508-NJYRO,1
6457-GIRWB,1
7619-PLRLP,1
9398-MMQTO,1
5243-SAOTC,1
2595-KIWPV,1
5136-GFPMB,1
8267-ZNYVZ,1
2904-GGUAZ,1
7242-EDTYC,1
1304-SEGFY,1
7142-HVGBG,1
8213-TAZPM,1
2215-ZAFGX,1
0508-SQWPL,1
0530-IJVDB,1
9108-EJFJP,1
6976-BWGLQ,1
2990-HWIML,1
6502-MJQAE,1
2025-JKFWI,1
5060-TQUQN,1
5916-QEWPT,1
8930-XOTDP,1
6618-RYATB,1
6127-IYJOZ,1
6897-UUBNU,1
9940-HPQPG,1
5546-QUERU,1
8217-QYOHV,1
1724-IQWNM,1
4078-SAYYN,1
6229-LSCKB,1
4501-EQDRN,1
5868-YWPDW,1
7964-ZRKKG,1
3635-JBPSG,1
9129-UXERG,1
9173-IVZVP,1
9451-LPGOO,1
7815-PDTHL,1
8148-WOCMK,1
2005-DWQZJ,1
1036-GUDCL,1
7976-CICYS,1
0531-XBKMM,1
8465-SBRXP,1
2408-PSJVE,1
9079-YEXQJ,1
6341-AEVKX,1
6848-HJTXY,1
4926-UMJZD,1
6369-MCAKO,1
5297-MDOIR,1
4070-OKWVH,1
3452-SRFEG,1
5906-CVLHP,1
1195-OIYEJ,1
5146-YYFRZ,1
0295-PPHDO,1
8792-AOROI,1
5480-HPRRX,1
0657-DOGUM,1
1273-MTETI,1
6692-UDPJC,1
0402-CQAJN,1
3508-CFVZL,1
2685-SREOM,1
1930-WNXSB,1
4534-WGCIR,1
8738-JOKAR,1
9700-ZCLOT,1
0463-ZSDNT,1
6257-DTAYD,1
8444-WRIDW,1
4501-VCPFK,1
9053-EJUNL,1
1685-BQULA,1
6691-CCIHA,1
5482-NUPNA,1
0723-DRCLG,1
7703-ZEKEF,1
1980-KXVPM,1
2274-XUATA,1
0093-XWZFY,1
9347-AERRL,1
6075-SLNIL,1
9586-JGQKH,1
1389-WNUIB,1
6304-IJFSQ,1
0052-YNYOT,1
2108-XWMPY,1
0928-XUTSN,1
2523-EWWZL,1
4174-LPGTI,1
7164-BPTUT,1
0804-YGEQV,1
6583-QGCSI,1
0218-QNVAS,1
3585-ISXZP,1
0666-UXTJO,1
1471-GIQKQ,1
4807-IZYOZ,1
1122-JWTJW,1
8361-LTMKD,1
4801-JZAZL,1
2234-XADUH,1
6840-RESVB,1
2569-WGERO,1
7750-EYXWZ,1
8456-QDAVC,1
0639-TSIQW,1
9767-FFLEM,1
6894-LFHLY,1
3605-JISKB,1
0871-OPBXW,1
2235-DWLJU,1
9281-CEDRU,1
0550-DCXLH,1
8775-CEBBJ,1
2823-LKABH,1
7398-LXGYX,1
1035-IPQPU,1
7203-OYKCT,1
1699-HPSBG,1
9837-FWLCH,1
9710-NJERN,1
0376-OIWME,1
1684-FLBGS,1
4616-ULAOA,1
2750-BJLSB,1
1024-KPRBB,1
3078-ZKNTS,1
3914-FDRHP,1
2451-YMUXS,1
5392-AKEMH,1
9364-YKUVW,1
1564-NTYXF,1
6394-MFYNG,1
9588-YRFHY,1
2075-RMJIK,1
3648-GZPHF,1
2898-MRKPI,1
5981-ZVXOT,1
9013-AQORL,1
6797-LNAQX,1
9039-ZVJDC,1
0032-PGELS,1
3454-JFUBC,1
2405-LBMUW,1
2314-TNDJQ,1
2758-RNWXS,1
5996-EBTKM,1
7746-AWNQW,1
7693-LCKZL,1
4690-PKDQG,1
8155-IBNHG,1
0886-QGENL,1
9547-ITEFG,1
3976-BWUCK,1
6967-PEJLL,1
6447-GORXK,1
6633-SYEUS,1
8468-FZTOE,1
5568-DMXZS,1
0786-VSSUD,1
5351-QESIO,1
6439-PKTRR,1
2843-CQMEG,1
5130-YPIRV,1
1904-WAJAA,1
0422-UXFAP,1
9972-VAFJJ,1
6664-FPDAC,1
7240-FQLHE,1
8083-YTZES,1
4745-LSPLO,1
8685-WHQPW,1
8739-WWKDU,1
6598-KELSS,1
7789-CRUVC,1
1264-FUHCX,1
5022-KVDQT,1
7009-LGECI,1
7632-MNYOY,1
3798-EPWRR,1
0305-SQECB,1
9388-ZEYVT,1
9589-ABEPT,1
1389-CXMLU,1
9412-ARGBX,1
4940-KHCWD,1
3978-YNKDD,1
1442-BQPVU,1
5274-XHAKY,1
4186-ZBUEW,1
6258-NGCNG,1
2346-CZYIL,1
3967-KXAPS,1
5090-EMGTC,1
4075-WKNIU,1
3588-WSTTJ,1
2832-KJCRD,1
0872-NXJYS,1
0822-QGCXA,1
1395-OFUWC,1
4480-MBMLB,1
0674-EYYZV,1
6810-VCAEX,1
3704-IEAXF,1
7605-SNLQG,1
4670-TABXH,1
5561-NWEVX,1
0064-SUDOG,1
3545-CNWRG,1
4342-HFXWS,1
7103-IPXPJ,1
2272-QAGFO,1
2452-MRMZF,1
7878-RTCZG,1
3733-ZEECP,1
9912-OMZDS,1
2737-WFVYW,1
2027-CWDNU,1
0516-OOHAR,1
8107-RZLNV,1
3662-FXJFO,1
6906-MPARY,1
8080-POTJR,1
4566-NECEV,1
6253-GNHWH,1
4526-RMTLL,1
7895-VONWT,1
8591-NXRCV,1
8292-FRFZQ,1
5161-XEUVX,1
8561-NMTBD,1
1447-GIQMR,1
0818-OCPZO,1
4989-LIXVT,1
8404-FYDIB,1
6437-UDQJM,1
9979-RGMZT,1
1074-WVEVG,1
3319-DWOEP,1
3398-FSHON,1
9888-ZCUMM,1
9248-OJYKK,1
4662-EKDPQ,1
6762-NSODU,1
6457-USBER,1
2791-SFVEW,1
8822-KNBHV,1
0048-PIHNL,1
9600-NAXZN,1
8344-WFMFH,1
4086-WITJG,1
9770-LXDBK,1
1062-LHZOD,1
8690-UPCZI,1
9696-RMYBA,1
1000-AJSLD,1
4576-CSAJH,1
7242-QZLXF,1
6518-LGAOV,1
1226-IENZN,1
2108-GLPQB,1
9259-PACGQ,1
4415-IJZTP,1
4779-ZGICK,1
1705-GUHPV,1
1925-TIBLE,1
8799-OXZMD,1
0827-ITJPH,1
2038-YSEZE,1
5850-BDWCY,1
4020-KIUDI,1
2164-SOQXL,1
8722-PRFDV,1
8249-THVEC,1
8006-PYCSW,1
0898-XCGTF,1
3411-WLRSQ,1
4747-LCAQL,1
2810-FTLEM,1
3315-IKYZQ,1
4816-OKWNX,1
4990-ALDGW,1
1122-YJBCS,1
3468-DRVQJ,1
5474-LAMUQ,1
1465-VINDH,1
1785-BPHTP,1
7315-WYOAW,1
5389-FFVKB,1
